datetime,open,high,low,close,volume
2023-01-01 00:00:00,1196.55,1196.96,1191.89,1194.07,3408.20241
2023-01-01 04:00:00,1194.07,1195.8,1190.96,1194.99,2433.05371
2023-01-01 08:00:00,1194.99,1197.72,1193.87,1196.48,1716.4017
2023-01-01 12:00:00,1196.48,1198.65,1193.64,1196.67,2681.79401
2023-01-01 16:00:00,1196.67,1204.3,1195.78,1201.63,5201.76276
2023-01-01 20:00:00,1201.63,1204.66,1199.21,1200.4,2891.27498
2023-01-02 00:00:00,1200.4,1203.49,1193.11,1201.62,5669.48967
2023-01-02 04:00:00,1201.62,1220.93,1199.65,1213.2,9814.73756
2023-01-02 08:00:00,1213.2,1224.47,1212.54,1217.32,9895.23886
2023-01-02 12:00:00,1217.32,1221.07,1213.78,1218.95,6415.1871
2023-01-02 16:00:00,1218.95,1220.0,1215.56,1218.97,3577.32059
2023-01-02 20:00:00,1218.97,1223.71,1211.03,1213.93,6200.65193
2023-01-03 00:00:00,1213.93,1216.91,1211.3,1215.55,5654.59335
2023-01-03 04:00:00,1215.55,1220.22,1213.2,1216.55,5167.56508
2023-01-03 08:00:00,1216.55,1218.55,1214.01,1215.23,2846.42014
2023-01-03 12:00:00,1215.23,1219.27,1207.07,1211.89,6911.31515
2023-01-03 16:00:00,1211.89,1213.29,1205.28,1209.55,4375.45999
2023-01-03 20:00:00,1209.55,1216.43,1209.54,1214.54,2514.07801
2023-01-04 00:00:00,1214.54,1255.0,1212.75,1250.58,11794.94319
2023-01-04 04:00:00,1250.58,1254.26,1246.74,1252.04,5752.09114
2023-01-04 08:00:00,1252.04,1261.87,1248.28,1251.48,5785.89459
2023-01-04 12:00:00,1251.48,1258.0,1242.39,1255.87,6326.57076
2023-01-04 16:00:00,1255.87,1272.56,1251.5,1254.0,13937.48913
2023-01-04 20:00:00,1254.0,1257.18,1245.75,1256.79,4491.79316
2023-01-05 00:00:00,1256.79,1259.7,1251.91,1252.73,2379.47256
2023-01-05 04:00:00,1252.73,1254.71,1247.63,1250.8,1728.5084
2023-01-05 08:00:00,1250.8,1255.94,1245.25,1255.42,5822.45723
2023-01-05 12:00:00,1255.42,1255.68,1243.0,1249.03,4975.56189
2023-01-05 16:00:00,1249.03,1254.57,1246.87,1253.71,3347.47911
2023-01-05 20:00:00,1253.71,1254.41,1248.17,1251.19,2571.76031
2023-01-06 00:00:00,1251.19,1258.0,1248.4,1251.08,2998.86762
2023-01-06 04:00:00,1251.08,1252.3,1246.0,1247.48,3757.07288
2023-01-06 08:00:00,1247.48,1249.95,1238.22,1243.47,3755.43826
2023-01-06 12:00:00,1243.47,1265.39,1236.0,1262.73,8450.30367
2023-01-06 16:00:00,1262.73,1277.09,1260.44,1273.05,6423.35156
2023-01-06 20:00:00,1273.05,1276.4,1265.04,1269.18,3779.93589
2023-01-07 00:00:00,1269.18,1270.98,1265.18,1266.29,1904.80793
2023-01-07 04:00:00,1266.29,1266.77,1262.12,1266.73,1756.61297
2023-01-07 08:00:00,1266.73,1266.93,1263.19,1264.01,1002.76779
2023-01-07 12:00:00,1264.01,1265.63,1260.98,1264.85,31666.42983
2023-01-07 16:00:00,1264.85,1265.62,1261.96,1265.1,973.65785
2023-01-07 20:00:00,1265.1,1266.91,1262.0,1263.88,2044.33475
2023-01-08 00:00:00,1263.88,1264.71,1257.76,1262.76,2419.58962
2023-01-08 04:00:00,1262.76,1264.23,1262.35,1263.58,751.46891
2023-01-08 08:00:00,1263.58,1265.78,1262.0,1262.0,1278.84855
2023-01-08 12:00:00,1262.0,1275.0,1261.61,1274.07,2194.49468
2023-01-08 16:00:00,1274.07,1279.84,1262.01,1265.14,2842.53716
2023-01-08 20:00:00,1265.14,1295.55,1264.17,1289.98,6880.7736
2023-01-09 00:00:00,1289.98,1313.08,1285.11,1310.06,12048.09681
2023-01-09 04:00:00,1310.06,1314.62,1307.45,1311.65,5198.04616
2023-01-09 08:00:00,1311.65,1327.48,1308.0,1318.39,7874.92554
2023-01-09 12:00:00,1318.39,1341.31,1315.54,1335.57,9868.2043
2023-01-09 16:00:00,1335.57,1344.61,1330.2,1330.2,9093.97964
2023-01-09 20:00:00,1330.2,1331.62,1315.02,1320.18,8177.07213
2023-01-10 00:00:00,1320.18,1329.13,1316.85,1324.72,4625.08135
2023-01-10 04:00:00,1324.72,1328.02,1322.46,1323.21,4096.37935
2023-01-10 08:00:00,1323.21,1334.76,1321.73,1329.47,5200.96221
2023-01-10 12:00:00,1329.47,1340.99,1323.37,1333.76,7364.48233
2023-01-10 16:00:00,1333.76,1344.0,1328.3,1339.1,7355.92785
2023-01-10 20:00:00,1339.1,1348.0,1333.6,1335.37,5897.71333
2023-01-11 00:00:00,1335.37,1341.7,1327.47,1331.25,5043.34862
2023-01-11 04:00:00,1331.25,1335.76,1327.22,1335.47,3167.19687
2023-01-11 08:00:00,1335.47,1337.94,1331.53,1336.16,2704.0066
2023-01-11 12:00:00,1336.16,1336.17,1321.29,1323.29,5569.41525
2023-01-11 16:00:00,1323.29,1345.16,1322.28,1342.63,7420.52626
2023-01-11 20:00:00,1342.63,1398.78,1339.76,1389.36,14774.35596
